"tipo","partido","radio10","sup_ha","pobl_tot","dens_ha","ind_hac","ind_gr","ind_matv","ind_dom","dim_viv","cat_viv","wkt"
"URBANO","Lomas de Zamora",64900309,15.91,1166,73.29,0.77,0.6,0.84,0.82,0.79,"ALTO","MULTIPOLYGON (((5643092.5477 6157782.0092,5643168.0475 6157826.5091,5643189.5475 6157882.509,5643307.0473 6157835.0092,5643271.5473 6157740.5093,5643346.0472 6157630.0096,5643446.547 6157691.5095,5643532.0468 6157743.5094,5643558.0468 6157759.0093,5643600.0467 6157690.0095,5643626.5467 6157646.5096,5643695.5465 6157534.5098,5643586.5468 6157468.0099,5643478.547 6157401.51,5643366.0472 6157333.0101,5643317.5473 6157303.0102,5643290.5474 6157347.0101,5643248.5474 6157416.01,5643178.0476 6157527.5097,5643225.5475 6157556.5097,5643229.0475 6157558.5097,5643160.5476 6157670.0094,5643092.5477 6157782.0092)))"
"URBANO","Lomas de Zamora",64902704,12.35,716,57.98,0.92,0.95,0.98,0.89,0.95,"MUY ALTO","MULTIPOLYGON (((5643935.2586 6152278.8939,5643946.547 6152276.5202,5644023.0468 6152262.0202,5644098.0467 6152247.5203,5644176.0466 6152232.5203,5644252.0464 6152218.0203,5644268.5464 6152215.0203,5644337.0462 6152202.0204,5644339.0463 6152067.5206,5644337.0463 6152067.5206,5644338.5463 6151928.0209,5644335.5463 6151928.5209,5644277.0464 6151940.0209,5644201.5466 6151954.5208,5644191.5466 6151956.5208,5644124.5467 6151968.5208,5644047.5468 6151983.0208,5643972.547 6151996.5207,5643896.5471 6152010.5207,5643841.0472 6152020.5207,5643887.5471 6152153.0204,5643935.2586 6152278.8939)))"
"URBANO","Lomas de Zamora",64902604,6.53,443,67.84,0.96,0.93,0.93,0.86,0.93,"MUY ALTO","MULTIPOLYGON (((5644768.0454 6152261.5203,5644895.0452 6152237.0204,5645038.5449 6152209.5205,5645110.0447 6152195.5205,5645082.5448 6152059.5208,5645011.045 6152073.0208,5644868.5452 6152100.5207,5644844.0453 6151971.5209,5644717.0455 6151995.5209,5644742.0455 6152124.5206,5644768.0454 6152261.5203)))"
"URBANO","Lomas de Zamora",64902605,10.58,635,60.02,0.95,0.95,0.98,0.91,0.96,"MUY ALTO","MULTIPOLYGON (((5645110.0447 6152195.5205,5645183.0446 6152181.5206,5645155.0447 6152045.5208,5645129.0448 6151917.0211,5645102.0448 6151784.0213,5644958.0451 6151810.5213,5644818.5454 6151836.0212,5644691.0456 6151860.5211,5644717.0455 6151995.5209,5644844.0453 6151971.5209,5644868.5452 6152100.5207,5645011.045 6152073.0208,5645082.5448 6152059.5208,5645110.0447 6152195.5205)))"
"URBANO","Lomas de Zamora",64903703,6.45,819,126.98,0.84,0.49,0.82,0.82,0.78,"ALTO","MULTIPOLYGON (((5641382.051 6158193.5081,5641482.0508 6158258.508,5641602.5505 6158337.5079,5641692.5504 6158199.5081,5641725.0503 6158149.0083,5641731.6642 6158138.8669,5641614.649 6158053.1092,5641614.5 6158053.0,5641517.6964 6157982.0268,5641470.5508 6158055.0084,5641382.051 6158193.5081)))"
"URBANO","Lomas de Zamora",64903008,14.46,1020,70.54,0.87,0.83,0.88,0.87,0.87,"MUY ALTO","MULTIPOLYGON (((5642237.0504 6151939.5205,5642247.4608 6151945.8484,5642262.5503 6151955.0205,5642290.7311 6151977.4505,5642363.0501 6152019.5204,5642467.0499 6152081.5203,5642571.5497 6152144.5202,5642647.0496 6152019.0204,5642721.0495 6151895.5207,5642761.5494 6151828.5208,5642711.5495 6151798.0209,5642657.0496 6151765.0209,5642629.0497 6151748.021,5642552.5174 6151702.2021,5642479.55 6151657.0211,5642478.05 6151656.0211,5642446.55 6151639.0212,5642434.9322 6151632.9356,5642425.5501 6151628.0212,5642237.0504 6151939.5205)))"
"URBANO","Lomas de Zamora",64903104,11.62,1533,131.93,0.74,0.46,0.78,0.78,0.72,"MEDIO","MULTIPOLYGON (((5641560.5513 6154064.0162,5641665.0511 6154126.0161,5641747.051 6154174.5161,5641821.5508 6154050.5163,5641896.5507 6153926.5166,5641814.0509 6153877.0167,5641710.5511 6153814.5168,5641784.051 6153692.017,5641679.5512 6153628.5171,5641605.5513 6153751.0169,5641530.0514 6153877.0166,5641455.5515 6154001.5164,5641560.5513 6154064.0162)))"
"URBANO","Lomas de Zamora",64901007,7.95,602,75.72,0.99,0.99,1,0.96,0.99,"MUY ALTO","MULTIPOLYGON (((5645919.5426 6155321.5146,5645894.5427 6155189.5148,5645767.0429 6155214.0147,5645619.5432 6155242.5147,5645645.5431 6155374.0144,5645675.043 6155524.0141,5645821.0428 6155493.5142,5645947.0425 6155467.5143,5645919.5426 6155321.5146)))"
"URBANO","Lomas de Zamora",64903914,13.09,1498,114.44,0.66,0,0.53,0.87,0.54,"BAJO","MULTIPOLYGON (((5638404.5573 6155268.5133,5638515.159 6155323.8482,5638573.7657 6155351.0977,5638666.1967 6155396.3705,5638824.0564 6155473.513,5638866.5564 6155494.013,5638922.5562 6155521.5129,5638976.3457 6155419.4985,5639022.0561 6155332.5133,5639114.6848 6155153.8101,5639103.8067 6155123.6101,5638969.4037 6155151.8057,5638953.3509 6155155.1733,5638721.0567 6155203.5135,5638687.9626 6155210.3101,5638404.5573 6155268.5133)))"
"URBANO","Lomas de Zamora",64904201,13.32,812,60.96,0.97,0.97,0.94,0.9,0.95,"MUY ALTO","MULTIPOLYGON (((5643230.0488 6149996.5245,5643352.0485 6150070.5244,5643473.0483 6150144.0243,5643530.5482 6150048.0245,5643577.0481 6149970.0246,5643645.048 6149857.0249,5643715.5479 6149740.5251,5643591.5481 6149667.0252,5643471.0484 6149596.0253,5643401.5485 6149711.5251,5643333.5486 6149824.5249,5643282.5487 6149909.0247,5643230.0488 6149996.5245)))"
"URBANO","Lomas de Zamora",64904504,19.79,1269,64.12,0.89,0.86,0.91,0.84,0.89,"MUY ALTO","MULTIPOLYGON (((5644166.9042 6150103.451,5644317.0467 6150090.5245,5644443.5464 6150080.0246,5644547.0575 6150071.9678,5644562.8116 6150044.3982,5644617.951 6149950.9988,5644674.7782 6149857.8808,5644743.9837 6149743.3822,5644674.046 6149700.5253,5644589.5462 6149648.0254,5644587.5462 6149646.5254,5644495.5464 6149589.5255,5644486.0464 6149605.0255,5644389.0466 6149557.0256,5644329.5467 6149656.0254,5644301.2566 6149699.2867,5644258.0468 6149775.5251,5644223.7923 6149832.8349,5644199.5469 6149873.5249,5644132.047 6149986.5247,5644228.1195 6150043.2966,5644166.9042 6150103.451)))"
"URBANO","Lomas de Zamora",64904702,11.36,850,74.82,0.99,0.98,0.99,0.92,0.98,"MUY ALTO","MULTIPOLYGON (((5645036.5045 6150036.6864,5645155.1843 6150025.6465,5645197.045 6150021.0248,5645207.0449 6150020.5248,5645305.0447 6150012.5248,5645310.0447 6150012.0248,5645315.0447 6150011.5248,5645367.0446 6150006.0249,5645426.133 6149998.0847,5645555.9115 6149967.5888,5645677.2036 6149933.9048,5645606.2548 6149886.8906,5645505.8152 6149823.8487,5645426.7458 6149774.2701,5645345.9668 6149721.9133,5645269.4617 6149671.0524,5645216.545 6149753.5253,5645165.0451 6149835.0252,5645124.5451 6149899.525,5645087.0452 6149951.5249,5645036.5045 6150036.6864)))"
"URBANO","Lomas de Zamora",64903310,14.27,1443,101.12,0.73,0.46,0.7,0.87,0.7,"MEDIO","MULTIPOLYGON (((5642079.0501 6155269.514,5642192.5499 6155338.0139,5642308.0496 6155408.0137,5642421.0494 6155476.0136,5642497.0493 6155351.0139,5642385.0495 6155282.514,5642461.0494 6155158.0143,5642546.0492 6155019.5145,5642433.0495 6154945.5147,5642321.5497 6154872.5148,5642232.5499 6155018.0145,5642156.05 6155143.5142,5642079.0501 6155269.514)))"
"URBANO","Lomas de Zamora",64903909,14.72,1374,93.34,0.63,0.34,0.51,0.86,0.57,"BAJO","MULTIPOLYGON (((5639971.9792 6155332.7796,5640040.0132 6155372.6236,5640114.0539 6155412.5133,5640144.6183 6155429.8021,5640153.5 6155419.0,5640251.5 6155275.0,5640268.5 6155248.0,5640425.8307 6154985.4744,5640394.5535 6154971.0143,5640316.5587 6154929.6146,5640251.9894 6154888.9831,5640185.5302 6154845.9894,5640121.5908 6154807.4053,5640050.4072 6154922.8428,5640113.0867 6154961.7419,5640042.8478 6155074.9744,5639974.184 6155185.2149,5640038.7533 6155224.2715,5639971.9792 6155332.7796)))"
"URBANO","Lomas de Zamora",64901010,13.14,926,70.47,0.98,0.95,0.97,0.95,0.97,"MUY ALTO","MULTIPOLYGON (((5644903.5446 6155384.5142,5644967.5444 6155372.0143,5645036.0443 6155358.5143,5645107.5442 6155343.0144,5645241.5439 6155316.5144,5645215.044 6155183.5147,5645190.0441 6155057.0149,5645163.5441 6154925.0152,5645072.0443 6154945.5151,5644986.5445 6154965.0151,5644919.5446 6154974.0151,5644854.0447 6154982.515,5644871.5447 6155127.0147,5644887.5446 6155255.0145,5644903.5446 6155384.5142)))"
"URBANO","Lomas de Zamora",64900703,11.86,1269,107,0.84,0.77,0.84,0.86,0.83,"ALTO","MULTIPOLYGON (((5644291.7507 6155344.7244,5644293.0458 6155329.0142,5644366.0456 6155320.0143,5644372.0456 6155319.0143,5644434.0455 6155311.5143,5644499.0454 6155303.5143,5644565.5452 6155295.0144,5644630.5451 6155287.0144,5644614.0452 6155159.5146,5644596.0452 6155014.5149,5644464.0455 6155031.0149,5644333.5457 6155047.5148,5644206.7861 6155063.2648,5644185.4866 6155136.8448,5644180.6458 6155150.8831,5644170.3439 6155185.378,5644162.4525 6155216.3368,5644158.2033 6155231.5126,5644144.2414 6155267.6311,5644291.7507 6155344.7244)))"
"URBANO","Lomas de Zamora",64903406,10.57,1089,103.03,0.79,0.54,0.74,0.75,0.73,"MEDIO","MULTIPOLYGON (((5640753.5527 6155169.5139,5640859.0525 6155231.0138,5640965.0523 6155292.5137,5641045.5521 6155339.0137,5641097.552 6155252.5138,5641152.0519 6155161.514,5641207.5518 6155070.0142,5641126.052 6155023.5143,5641020.0522 6154963.0144,5640913.5525 6154902.5145,5640860.0525 6154992.0143,5640805.5526 6155082.5141,5640753.5527 6155169.5139)))"
"URBANO","Lomas de Zamora",64900506,9.59,1054,109.91,0.84,0.71,0.92,0.83,0.86,"ALTO","MULTIPOLYGON (((5643882.4539 6156670.4068,5643965.0462 6156719.0115,5644051.046 6156770.0114,5644138.0458 6156822.0113,5644150.0458 6156802.5113,5644179.5457 6156754.0114,5644230.5457 6156672.0116,5644242.0456 6156653.5116,5644286.0456 6156582.0118,5644340.0455 6156495.012,5644337.5455 6156493.512,5644250.5457 6156440.5121,5644198.0457 6156527.0119,5644112.5459 6156474.012,5644032.333 6156423.758,5644032.0342 6156424.2528,5643976.8492 6156510.6608,5643975.397 6156513.5653,5643922.6324 6156601.9097,5643882.4539 6156670.4068)))"
"URBANO","Lomas de Zamora",64903816,18.76,1909,101.76,0.69,0.48,0.79,0.88,0.73,"MEDIO","MULTIPOLYGON (((5639156.5556 6156419.5112,5639204.0555 6156450.0112,5639304.0553 6156510.0111,5639406.5551 6156572.011,5639508.5549 6156633.5108,5639577.0548 6156674.5108,5639631.5547 6156584.011,5639684.0546 6156496.5111,5639739.3281 6156407.0372,5639792.5544 6156316.0115,5639724.0545 6156275.0116,5639622.0547 6156213.5117,5639521.555 6156152.5118,5639473.0551 6156124.0118,5639458.1735 6156115.3052,5639145.285 6156410.9066,5639156.5556 6156419.5112)))"
"URBANO","Lomas de Zamora",64903308,15.48,1142,73.77,0.7,0.21,0.66,0.73,0.62,"BAJO","MULTIPOLYGON (((5641564.4372 6155126.6135,5641661.8807 6155179.6142,5641778.0507 6155249.514,5641851.5506 6155127.5142,5641925.5505 6155004.5145,5642002.0503 6154877.5147,5642093.5502 6154725.515,5641982.5504 6154654.0152,5641878.5506 6154587.5153,5641779.5508 6154749.5149,5641712.4132 6154877.7877,5641639.3677 6155000.0799,5641564.4372 6155126.6135)))"
"URBANO","Lomas de Zamora",64901012,14.71,868,59.01,0.99,0.99,0.99,0.95,0.98,"MUY ALTO","MULTIPOLYGON (((5645619.5432 6155242.5147,5645767.0429 6155214.0147,5645894.5427 6155189.5148,5645864.0428 6155031.5151,5645838.5428 6154899.0154,5645817.0429 6154786.0156,5645792.043 6154656.0158,5645666.0432 6154681.0158,5645538.0435 6154706.5157,5645554.5434 6154837.0154,5645572.5433 6154951.0152,5645593.0433 6155078.015,5645619.5432 6155242.5147)))"
"URBANO","Lomas de Zamora",64903205,9.65,1014,105.08,0.76,0.16,0.78,0.96,0.71,"MEDIO","MULTIPOLYGON (((5642546.0492 6155019.5145,5642620.5491 6154897.5148,5642731.0489 6154970.0147,5642807.2041 6154847.4039,5642697.049 6154773.0151,5642583.5492 6154700.0152,5642471.5495 6154627.5153,5642396.0496 6154750.515,5642321.5497 6154872.5148,5642433.0495 6154945.5147,5642546.0492 6155019.5145)))"
"URBANO","Lomas de Zamora",64904203,16.86,896,53.14,0.94,0.9,0.95,0.9,0.93,"MUY ALTO","MULTIPOLYGON (((5643471.0484 6149596.0253,5643591.5481 6149667.0252,5643715.5479 6149740.5251,5643783.5478 6149626.5253,5643823.0477 6149560.5255,5643851.5477 6149513.5256,5643876.0476 6149473.0256,5643877.0476 6149471.0256,5643919.0476 6149401.5258,5643920.0476 6149399.5258,5643797.5478 6149328.5259,5643795.5478 6149327.0259,5643694.548 6149268.526,5643672.5481 6149257.026,5643628.5482 6149230.5261,5643552.0483 6149184.5261,5643485.0484 6149296.5259,5643417.5485 6149409.5257,5643348.5486 6149523.5255,5643471.0484 6149596.0253)))"
"URBANO","Lomas de Zamora",64901008,11.14,795,71.36,1,0.99,0.99,0.93,0.98,"MUY ALTO","MULTIPOLYGON (((5645298.0438 6155602.0139,5645432.0435 6155574.514,5645461.0434 6155568.514,5645548.0433 6155550.514,5645598.0432 6155540.0141,5645675.043 6155524.0141,5645645.5431 6155374.0144,5645619.5432 6155242.5147,5645541.5433 6155257.5146,5645491.5434 6155267.5146,5645405.0436 6155284.5145,5645375.5437 6155290.0145,5645241.5439 6155316.5144,5645257.0439 6155394.5143,5645270.5438 6155464.5142,5645284.0438 6155533.014,5645298.0438 6155602.0139)))"
"URBANO","Lomas de Zamora",64903713,17.22,1704,98.95,0.76,0.4,0.74,0.78,0.7,"MEDIO","MULTIPOLYGON (((5640280.8642 6158140.9847,5640315.0531 6158088.0081,5640399.5529 6157956.0084,5640492.5528 6157811.0087,5640581.5526 6157671.509,5640462.5529 6157593.5091,5640398.2347 6157551.1687,5640386.1303 6157543.2004,5640380.053 6157539.0092,5640364.5531 6157529.5092,5640328.0677 6157503.4176,5640310.8166 6157491.0809,5640301.5532 6157486.0093,5640293.0532 6157492.0093,5640255.9472 6157532.2303,5640248.0791 6157543.7046,5640234.3099 6157559.1131,5640218.2458 6157577.7999,5640199.4907 6157590.8267,5640199.1332 6157618.7152,5640219.2807 6157636.0767,5640203.4237 6157666.2686,5640193.77 6157684.8609,5640178.038 6157711.6767,5640168.5534 6157722.5088,5640117.0535 6157787.0087,5640113.0535 6157792.0087,5640093.0535 6157817.0086,5640081.0536 6157828.0086,5640036.0537 6157868.5085,5640096.6571 6157929.398,5640174.5168 6158019.3074,5640242.3838 6158098.0149,5640280.8642 6158140.9847)))"
"URBANO","Lomas de Zamora",64900310,10.75,1968,183.07,0.63,0.02,0.33,0.75,0.42,"MUY BAJO","MULTIPOLYGON (((5643214.0474 6158073.5087,5643318.4219 6158029.3484,5643395.0471 6157998.0088,5643416.6911 6157992.7184,5643480.9432 6158023.422,5643550.0468 6157907.5091,5643618.0467 6157795.5093,5643572.0467 6157767.5093,5643558.0468 6157759.0093,5643532.0468 6157743.5094,5643446.547 6157691.5095,5643346.0472 6157630.0096,5643271.5473 6157740.5093,5643307.0473 6157835.0092,5643189.5475 6157882.509,5643160.5475 6157894.009,5643183.5475 6157977.5088,5643189.8678 6157999.4809,5643214.0474 6158073.5087)))"
"URBANO","Lomas de Zamora",64903010,17.71,1124,63.47,0.95,0.88,0.95,0.93,0.94,"MUY ALTO","MULTIPOLYGON (((5643132.0485 6152517.0196,5643161.0485 6152470.0197,5643175.0485 6152446.0197,5643208.0484 6152392.0198,5643214.0484 6152382.5198,5643249.5483 6152323.52,5643255.0483 6152315.02,5643321.0482 6152205.5202,5643344.0482 6152168.0203,5643382.5481 6152104.5204,5643389.5481 6152093.0204,5643428.548 6152029.0206,5643348.5482 6152008.5206,5643288.5483 6152000.0206,5643281.0483 6152012.0206,5643196.5485 6151962.0207,5643118.5487 6151915.5207,5643059.0488 6152010.0205,5643045.5488 6152002.0205,5643044.0488 6152005.0205,5643005.5489 6152069.5204,5642933.049 6152191.0202,5642885.0491 6152271.52,5642841.5491 6152345.0198,5643008.5488 6152444.5197,5643132.0485 6152517.0196)))"
"URBANO","Lomas de Zamora",64903009,13.62,994,72.98,0.9,0.89,0.93,0.85,0.91,"MUY ALTO","MULTIPOLYGON (((5642840.0491 6152347.5198,5642841.5491 6152345.0198,5642885.0491 6152271.52,5642933.049 6152191.0202,5643005.5489 6152069.5204,5643044.0488 6152005.0205,5643045.5488 6152002.0205,5643059.0488 6152010.0205,5643118.5487 6151915.5207,5643023.5489 6151858.5208,5642967.049 6151954.0206,5642870.5492 6151895.0207,5642865.0492 6151891.5207,5642794.0493 6151848.5208,5642761.5494 6151828.5208,5642721.0495 6151895.5207,5642647.0496 6152019.0204,5642571.5497 6152144.5202,5642675.5495 6152206.5201,5642778.5493 6152268.52,5642780.0493 6152265.52,5642840.0491 6152347.5198)))"
"URBANO","Lomas de Zamora",64902803,14.57,1136,77.97,0.95,0.92,0.96,0.88,0.94,"MUY ALTO","MULTIPOLYGON (((5643698.5472 6154085.5166,5643722.0471 6154100.0166,5643819.0469 6154158.5165,5643878.0468 6154071.0166,5643880.0468 6154068.5166,5643914.0467 6154020.0167,5643972.5467 6153918.017,5644044.5465 6153904.517,5644074.0465 6153899.017,5644049.0465 6153766.5173,5644024.5466 6153636.0175,5643927.0468 6153653.5175,5643853.0469 6153666.5174,5643735.5472 6153687.5174,5643631.5474 6153706.0173,5643654.5473 6153834.0171,5643678.5472 6153969.5168,5643698.5472 6154085.5166)))"
"URBANO","Lomas de Zamora",64900804,7.49,505,67.42,1,1,0.99,0.96,0.99,"MUY ALTO","MULTIPOLYGON (((5645947.0428 6154074.017,5646078.0425 6154049.0171,5646216.0423 6154023.0172,5646189.5423 6153881.0174,5646166.0424 6153754.5177,5646027.5427 6153781.0176,5645895.5429 6153806.5175,5645919.5428 6153931.0173,5645947.0428 6154074.017)))"
"URBANO","Lomas de Zamora",64904608,9.91,754,76.08,0.96,0.98,0.95,0.91,0.95,"MUY ALTO","MULTIPOLYGON (((5645076.5451 6150591.0237,5645177.5449 6150654.0236,5645281.5447 6150718.5235,5645352.5446 6150604.5237,5645418.4683 6150499.229,5645313.7662 6150435.374,5645311.432 6150425.3707,5645218.7339 6150362.3493,5645126.0358 6150303.496,5645108.6966 6150292.3255,5645036.0452 6150407.524,5644962.0453 6150525.0238,5645076.5451 6150591.0237)))"
"URBANO","Lomas de Zamora",64904501,21.24,871,41.01,0.93,0.82,0.89,0.85,0.88,"MUY ALTO","MULTIPOLYGON (((5643923.0474 6150340.024,5644017.5472 6150383.0239,5644158.5469 6150446.5238,5644210.4223 6150476.8037,5644229.5468 6150486.5237,5644277.5498 6150516.4586,5644342.8168 6150407.8678,5644400.7694 6150311.0926,5644461.5352 6150207.847,5644519.4878 6150112.7597,5644532.4287 6150093.3484,5644533.0504 6150092.432,5644541.7112 6150079.6661,5644547.0575 6150071.9678,5644443.5464 6150080.0246,5644317.0467 6150090.5245,5644166.9042 6150103.451,5644056.5472 6150112.0244,5643874.5475 6150127.0244,5643844.0476 6150129.5244,5643662.5479 6150144.5243,5643540.0482 6150163.5242,5643522.0482 6150165.5242,5643546.3108 6150176.277,5643566.0481 6150185.0242,5643923.0474 6150340.024)))"
"URBANO","Lomas de Zamora",64904502,18.21,1132,62.16,0.93,0.91,0.95,0.86,0.93,"MUY ALTO","MULTIPOLYGON (((5643473.0483 6150144.0243,5643522.0482 6150165.5242,5643540.0482 6150163.5242,5643662.5479 6150144.5243,5643844.0476 6150129.5244,5643797.0477 6150101.5244,5643865.0476 6149988.5246,5643936.0474 6149869.5249,5644003.5473 6149757.0251,5644063.0472 6149703.5252,5644111.5471 6149660.5253,5644006.0474 6149577.0255,5643876.0476 6149473.0256,5643851.5477 6149513.5256,5643823.0477 6149560.5255,5643783.5478 6149626.5253,5643715.5479 6149740.5251,5643645.048 6149857.0249,5643577.0481 6149970.0246,5643530.5482 6150048.0245,5643473.0483 6150144.0243)))"
"URBANO","Lomas de Zamora",64903002,17.29,1999,115.62,0.71,0.41,0.71,0.77,0.68,"MEDIO","MULTIPOLYGON (((5641708.0513 6152806.5187,5641726.1735 6152815.8776,5641742.0512 6152824.0187,5641771.0511 6152841.5187,5641845.051 6152886.0186,5641947.5508 6152947.5185,5642051.5506 6153009.5184,5642127.0504 6152884.5187,5642201.0503 6152761.0189,5642275.0502 6152638.0192,5642171.0504 6152575.0193,5642068.5506 6152512.5194,5641994.0508 6152467.5195,5641966.5508 6152452.0195,5641949.7785 6152442.7165,5641935.0509 6152434.5195,5641708.0513 6152806.5187)))"
"URBANO","Lomas de Zamora",64903004,10.37,979,94.41,0.79,0.76,0.85,0.87,0.82,"ALTO","MULTIPOLYGON (((5642201.0503 6152761.0189,5642305.5501 6152823.5188,5642408.5499 6152885.5187,5642502.0497 6152942.0186,5642551.0496 6152859.5188,5642602.0495 6152774.519,5642679.0494 6152646.0192,5642680.5494 6152643.5192,5642557.5496 6152636.5192,5642554.5496 6152641.5192,5642452.0499 6152579.0193,5642348.5501 6152515.5194,5642275.0502 6152638.0192,5642201.0503 6152761.0189)))"
"URBANO","Lomas de Zamora",64902702,16.69,1328,79.57,0.91,0.9,0.91,0.89,0.91,"MUY ALTO","MULTIPOLYGON (((5643749.0473 6152867.019,5643782.5472 6152860.519,5643868.547 6152843.519,5643951.5469 6152827.5191,5643953.0469 6152827.0191,5644050.0467 6152808.0191,5644068.0467 6152804.5192,5644124.5466 6152793.5192,5644171.5465 6152784.5192,5644203.0464 6152778.0192,5644175.5465 6152638.5195,5644151.0466 6152515.0197,5644125.5466 6152386.02,5644098.0467 6152247.5203,5644023.0468 6152262.0202,5643946.547 6152276.5202,5643949.7978 6152293.5717,5643892.5471 6152431.0199,5643886.0471 6152450.0198,5643881.5471 6152464.5198,5643862.0471 6152524.5197,5643846.0471 6152573.0196,5643825.0472 6152636.5194,5643801.5472 6152708.0193,5643749.0473 6152867.019)))"
"URBANO","Lomas de Zamora",64900305,7.65,610,79.74,0.73,0.14,0.5,0.7,0.54,"BAJO","MULTIPOLYGON (((5643942.8677 6157638.1344,5644054.0458 6157705.0095,5644051.5458 6157709.5095,5644163.5456 6157776.5094,5644263.0454 6157613.5098,5644317.5453 6157524.0099,5644206.5456 6157456.5101,5644096.0458 6157389.0102,5644037.0459 6157484.51,5643990.8841 6157559.8095,5643942.8677 6157638.1344)))"
"URBANO","Lomas de Zamora",64903605,7.67,1066,138.98,0.79,0.5,0.83,0.86,0.78,"ALTO","MULTIPOLYGON (((5640861.5521 6157459.0095,5640962.0519 6157524.5093,5641061.0517 6157589.0092,5641150.0515 6157449.5095,5641234.0514 6157317.5098,5641134.5516 6157253.0099,5641034.0518 6157186.01,5640951.552 6157319.0098,5640861.5521 6157459.0095)))"
